公司名稱,地區,資本額,公司人數,招募人數 
安茂微電子股份有限公司,台北市內湖區,暫不提供,暫不提供,0
笙特科技股份有限公司,台北市北投區,暫不提供,暫不提供,0
偉薩科技有限公司,台北市萬華區,暫不提供,10,0
大乙海外有限公司,台北市大安區,暫不提供,暫不提供,0
博誠電子股份有限公司,台北市中正區,暫不提供,暫不提供,0
展岳科技有限公司,台北市中山區,暫不提供,暫不提供,0
財團法人中華電信基金會,台北市中正區,暫不提供,暫不提供,0
好管家理財科技股份有限公司,台北市松山區,暫不提供,暫不提供,0
中華民國公共工程資訊學會,台北市大安區,暫不提供,35,0
台灣美蓓亞電子技術股份有限公司,台北市松山區,暫不提供,暫不提供,0
香港商雅凱電腦語音有限公司台灣分公司,台北市松山區,暫不提供,80,0
摩爾國際商務股份有限公司,台北市信義區,暫不提供,暫不提供,0
眾尋科技股份有限公司,台北市內湖區,暫不提供,暫不提供,0
厚普科技有限公司,台北市中山區,暫不提供,10,0
TECH MAHINDRA LIMITED_印度商馬辛達國際科技有限公司台灣分公司,台北市信義區,暫不提供,50000,0
崴翔網通股份有限公司,台北市中山區,暫不提供,暫不提供,0
倍思科技有限公司,台北市內湖區,暫不提供,60,0
香港商國顯科技有限公司台灣辦事處,台北市內湖區,暫不提供,暫不提供,0
原華科技有限公司,台北市大同區,暫不提供,6,0
鈦甲數位科技股份有限公司,台北市內湖區,暫不提供,12,0
美商法里亞有限公司臺灣分公司,台北市大安區,暫不提供,200,0
河洛遊戲有限公司,台北市信義區,暫不提供,30,0
艾巨科技股份有限公司,台北市中山區,暫不提供,100,0
美閤企業有限公司,台北市士林區,暫不提供,暫不提供,0
辛佳企業有限公司,台北市松山區,暫不提供,暫不提供,0
焦點實業有限公司,台北市大安區,暫不提供,8,0
美商甲骨文有限公司台灣分公司,台北市信義區,暫不提供,250,0
采橙國際有限公司,台北市士林區,暫不提供,暫不提供,0
熾羽科技有限公司,台北市中山區,暫不提供,暫不提供,0
香港商英特拉股份有限公司台灣分公司,台北市大安區,暫不提供,25,0
尚儀數位學習有限公司,台北市中正區,暫不提供,10,0
怪點子有限公司,台北市大安區,暫不提供,暫不提供,0
一間視覺創意有限公司,台北市信義區,暫不提供,暫不提供,0
知宇資訊有限公司,台北市大安區,暫不提供,暫不提供,0
日入萬元有限公司,台北市北投區,暫不提供,暫不提供,0
一間視覺創意有限公司,台北市信義區,暫不提供,暫不提供,0
怪點子有限公司,台北市大安區,暫不提供,暫不提供,0
日入萬元有限公司,台北市北投區,暫不提供,暫不提供,0
香港商奕診智能科技有限公司,台北市大安區,暫不提供,暫不提供,0
興澄股份有限公司,台北市內湖區,暫不提供,暫不提供,0
精銳資訊股份有限公司,台北市信義區,暫不提供,暫不提供,0
引力數碼有限公司,台北市萬華區,暫不提供,暫不提供,0
台灣晰視媒有限公司,台北市大安區,暫不提供,暫不提供,0
卉橙科技有限公司,台北市中山區,暫不提供,暫不提供,0
幻宇科技有限公司,台北市內湖區,暫不提供,暫不提供,0
翔恩事業有限公司,台北市大同區,暫不提供,8,0
盛博科技股份有限公司,台北市中正區,暫不提供,暫不提供,0
美商傳媒諮詢顧問有限公司,台北市信義區,暫不提供,暫不提供,0
濠銘科技股份有限公司,台北市松山區,暫不提供,暫不提供,0
韓商梨樹飛達股份有限公司臺灣辦事處(ISU),台北市信義區,暫不提供,6,0
訊息工作室,台北市大安區,暫不提供,暫不提供,0
費思科光電有限公司,台北市大安區,暫不提供,6,0
貓伴股份有限公司,台北市大安區,暫不提供,暫不提供,0
互慧國際股份有限公司,台北市中山區,暫不提供,暫不提供,0
SYSTEMSGO (HONG KONG) LIMITED_香港商世登信息科技有限公司台灣分公司,台北市中山區,暫不提供,暫不提供,0
亞堤科技股份有限公司,台北市士林區,暫不提供,暫不提供,0
貝里斯商高柏格國際有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,0
妍澄媒體有限公司,台北市大安區,暫不提供,暫不提供,0
驃悍數位科技有限公司,台北市中山區,暫不提供,暫不提供,0
香港商環球通證有限公司(籌備處),台北市大安區,暫不提供,10,0
奧斯丁科技有限公司,台北市信義區,暫不提供,10,0
揚際實業股份有限公司,台北市大安區,暫不提供,暫不提供,0
柏祐科技股份有限公司,台北市中正區,暫不提供,暫不提供,0
創麗網路科技有限公司,台北市中山區,暫不提供,暫不提供,0
錫安雲通股份有限公司,台北市大安區,暫不提供,暫不提供,0
Dable_德博股份有限公司,台北市松山區,暫不提供,暫不提供,0
香港商台北市生活智能科技有限公司台灣分公司,台北市松山區,暫不提供,暫不提供,0
星禹數位科技有限公司,台北市內湖區,暫不提供,暫不提供,0
元譯實業股份有限公司,台北市中山區,暫不提供,14,0
幻宇科技有限公司,台北市內湖區,暫不提供,暫不提供,0
怪點子有限公司,台北市大安區,暫不提供,暫不提供,0
盛博科技股份有限公司,台北市中正區,暫不提供,暫不提供,0
一間視覺創意有限公司,台北市信義區,暫不提供,暫不提供,0
知宇資訊有限公司,台北市大安區,暫不提供,暫不提供,0
翔恩事業有限公司,台北市大同區,暫不提供,8,0
日入萬元有限公司,台北市北投區,暫不提供,暫不提供,0
多圓發有限公司,台北市中正區,暫不提供,暫不提供,0
偉驊科技有限公司,台北市中正區,暫不提供,暫不提供,0
香港商奕診智能科技有限公司,台北市大安區,暫不提供,暫不提供,0
精銳資訊股份有限公司,台北市信義區,暫不提供,暫不提供,0
興澄股份有限公司,台北市內湖區,暫不提供,暫不提供,0
引力數碼有限公司,台北市萬華區,暫不提供,暫不提供,0
阿腸股份有限公司,台北市中正區,暫不提供,暫不提供,0
呈阡新能源有限公司,台北市大安區,暫不提供,暫不提供,0
巨科資訊有限公司,台北市大安區,暫不提供,暫不提供,0
隼思科技有限公司,台北市松山區,暫不提供,暫不提供,0
香港商歐洲機械服務有限公司台灣分公司,台北市內湖區,暫不提供,14,0
卉橙科技有限公司,台北市中山區,暫不提供,暫不提供,0
藍寶科技_英屬維京群島商標緻科技有限公司,台北市內湖區,暫不提供,50,0
那個女生工作室,台北市中山區,暫不提供,暫不提供,0
索爾數位行銷有限公司,台北市信義區,暫不提供,50,0
Style.me_唯衣時尚科技有限公司,台北市信義區,暫不提供,暫不提供,0
錏鈦科技有限公司,台北市中正區,暫不提供,暫不提供,0
易詮科技有限公司,台北市內湖區,暫不提供,8,0
亞米數位創意整合有限公司,台北市大同區,暫不提供,暫不提供,0
Migo_熱鬧點科技有限公司,台北市大安區,暫不提供,暫不提供,0
影擎科技股份有限公司,台北市內湖區,暫不提供,暫不提供,0
精英文化事業股份有限公司,台北市大安區,暫不提供,暫不提供,0
宏宇資訊有限公司,台北市信義區,暫不提供,暫不提供,0
黎果有限公司,台北市南港區,暫不提供,暫不提供,0
智慧價值股份有限公司,台北市內湖區,暫不提供,暫不提供,0
掌樂科技有限公司,台北市松山區,暫不提供,暫不提供,0
快特電子股份有限公司,台北市南港區,暫不提供,暫不提供,0
中文播客有限公司,台北市大安區,暫不提供,暫不提供,0
辰紘行銷有限公司,台北市中山區,暫不提供,10,0
鴻景通信行,台北市士林區,暫不提供,暫不提供,0
台灣帝瓦雷有限公司,台北市信義區,暫不提供,50,0
薩摩亞商易雲科技股份有限公司台灣分公司,台北市南港區,暫不提供,暫不提供,0
興昌開發有限公司,台北市大安區,暫不提供,暫不提供,0
新邦科技有限公司,台北市大同區,暫不提供,暫不提供,0
怪獸數位股份有限公司,台北市士林區,暫不提供,暫不提供,0
大陸商如皋市大昌電子有限公司,台北市松山區,暫不提供,暫不提供,0
揚曦資訊股份有限公司,台北市內湖區,暫不提供,暫不提供,0
BRAVO_法孚國際股份有限公司,台北市內湖區,暫不提供,50,0
實心實業有限公司,台北市南港區,暫不提供,12,0
歐律有限公司,台北市中山區,暫不提供,暫不提供,0
台灣龘雲拾壹有限公司,台北市信義區,暫不提供,60,0
光陣三維科技有限公司,台北市松山區,暫不提供,20,0
台灣新日企劃有限公司,台北市松山區,暫不提供,10,0
奕虎科技股份有限公司,台北市大安區,暫不提供,20,0
貝森碼科技有限公司,台北市大同區,暫不提供,23,0
青群科技有限公司,台北市中山區,暫不提供,暫不提供,0
東廣科技有限公司,台北市中山區,暫不提供,暫不提供,0
鴻鼎資訊有限公司,台北市松山區,暫不提供,暫不提供,0
特樂通股份有限公司,台北市松山區,暫不提供,暫不提供,0
新鴻科技有限公司,台北市中山區,暫不提供,暫不提供,4
晨楓科技股份有限公司,台北市內湖區,暫不提供,暫不提供,2
香港商壹同樂動畫工作室有限公司台灣分公司_壹動畫,台北市內湖區,暫不提供,暫不提供,1
聯盈電子股份有限公司,台北市內湖區,暫不提供,56,1
傑印資訊股份有限公司,台北市大安區,暫不提供,暫不提供,6
Tata Consultancy Services Limited Taiwan Branch_印度商塔塔顧問服務有限公司台灣分公司,台北市中山區,暫不提供,150,34
美商安碼商務系統股份有限公司台灣分公司,台北市大安區,暫不提供,暫不提供,2
香港商英迪思股份有限公司台灣分公司,台北市中正區,暫不提供,36,4
Dialog Semiconductor_德商戴樂格半導體有限公司台灣分公司,台北市內湖區,暫不提供,250,8
嘉航科技股份有限公司,台北市內湖區,暫不提供,40,10
富林頓科技股份有限公司,台北市大安區,暫不提供,暫不提供,2
台灣瑞克興業股份有限公司,台北市南港區,暫不提供,暫不提供,1
17Life_康太數位整合股份有限公司,台北市中山區,暫不提供,60,5
(MyMusic，台灣大哥大子公司)台灣酷樂時代股份有限公司,台北市信義區,暫不提供,50,9
(捷普集團)綠點高新科技股份有限公司捷普設計服務分公司,台北市內湖區,暫不提供,85000,19
繼德工業股份有限公司,台北市士林區,暫不提供,160,10
台灣微軟股份有限公司 (Microsoft),台北市信義區,暫不提供,417,8
美商_睿科網路科技有限公司,台北市南港區,暫不提供,850,3
(Synaptics Taiwan)香港商新思國際科技有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,13
和華科技有限公司,台北市中山區,暫不提供,暫不提供,9
點點印_黑米數位股份有限公司,台北市南港區,暫不提供,暫不提供,13
Potix Corporation_普奇科技有限公司,台北市中山區,暫不提供,暫不提供,3
玩股網有限公司,台北市信義區,暫不提供,暫不提供,2
偉欣資訊有限公司,台北市內湖區,暫不提供,30,33
集太科技有限公司,台北市信義區,暫不提供,11,2
英屬蓋曼群島商防特網股份有限公司台灣分公司,台北市內湖區,暫不提供,180,6
英屬維京群島商富迪音訊科技股份有限公司台灣分公司,台北市松山區,暫不提供,35,2
屹隆有限公司,台北市內湖區,暫不提供,暫不提供,2
台灣摩惟爾有限公司,台北市內湖區,暫不提供,暫不提供,1
果實夥伴股份有限公司,台北市內湖區,暫不提供,80,4
盟訊國際研發股份有限公司,台北市內湖區,暫不提供,暫不提供,2
香港商精亞平面設計有限公司台灣分公司,台北市中山區,暫不提供,暫不提供,4
良升資訊有限公司,台北市中山區,暫不提供,暫不提供,3
凱勝電訊有限公司,台北市大安區,暫不提供,暫不提供,2
社團法人中華民國網路拓展貿易協會,台北市信義區,暫不提供,30,9
台灣開飯喇股份有限公司,台北市信義區,暫不提供,暫不提供,1
航空資訊站_品閣有限公司,台北市中正區,暫不提供,30,19
勝和科技有限公司,台北市內湖區,暫不提供,50,3
VoiceTube_紅點子科技股份有限公司,台北市松山區,暫不提供,80,5
美商柏恩亞太股份有限公司台灣分公司,台北市中山區,暫不提供,6000,1
達暉資訊有限公司,台北市信義區,暫不提供,50,15
物聯網股份有限公司,台北市大安區,暫不提供,暫不提供,8
長天國際企業有限公司,台北市中山區,暫不提供,90,10
Cypress Semiconductor_新加坡商賽普拉斯半導體股份有限公司台灣分公司,台北市內湖區,暫不提供,8000,6
友宏整合行銷有限公司,台北市南港區,暫不提供,暫不提供,13
喬立達數位媒體有限公司,台北市松山區,暫不提供,40,0
美商網基股份有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,10
易銘有限公司,台北市中正區,暫不提供,10,4
台灣卡普空股份有限公司,台北市中正區,暫不提供,62,5
鈺芯科技有限公司,台北市大安區,暫不提供,20,3
美商_國家儀器股份有限公司,台北市大安區,暫不提供,暫不提供,2
禾米數位股份有限公司,台北市大同區,暫不提供,15,4
華程資訊服務有限公司,台北市松山區,暫不提供,30,2
孚創雲端股份有限公司,台北市內湖區,暫不提供,80,11
首麗通訊有限公司,台北市北投區,暫不提供,15,14
foodomo_專聯科技股份有限公司,台北市中山區,暫不提供,60,5
香港商五人易有限公司台灣分公司,台北市大安區,暫不提供,暫不提供,7
Nogle Taiwan Limited_諾傑股份有限公司,台北市信義區,暫不提供,暫不提供,13
AVAST Software (Asia) Limited_香港商愛維士有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,1
方喬科技股份有限公司,台北市內湖區,暫不提供,暫不提供,1
"AEROTECH, INC. _美商艾羅德克有限公司台灣分公司",台北市內湖區,暫不提供,300,0
新加坡商科希倫股份有限公司台灣分公司,台北市內湖區,暫不提供,30,0
宇拓創新股份有限公司,台北市中山區,暫不提供,5,0
久騰數位行銷有限公司,台北市松山區,暫不提供,暫不提供,0
量質能科技股份有限公司,台北市內湖區,暫不提供,25,0
財團法人中華民國商品條碼策進會,台北市松山區,暫不提供,60,0
Ragic_立即科技有限公司,台北市中正區,暫不提供,10,0
詮創資訊有限公司,台北市大同區,暫不提供,暫不提供,0
蔚藍有限公司,台北市松山區,暫不提供,暫不提供,0
好點子數位創意有限公司,台北市南港區,暫不提供,20,0
雲書苑教育科技有限公司,台北市北投區,暫不提供,暫不提供,0
中華行動數位科技有限公司,台北市中正區,暫不提供,暫不提供,0
EscapeX Limited_香港商飆樂魔力有限公司台灣分公司,台北市中山區,暫不提供,20,0
新光電通股份有限公司,台北市內湖區,暫不提供,暫不提供,0
日商優你科技股份有限公司台灣分公司,台北市大同區,暫不提供,暫不提供,0
博倫思先進股份有限公司,台北市松山區,暫不提供,7,0
新加坡商優達斯國際有限公司台灣分公司,台北市南港區,暫不提供,暫不提供,0
英屬維京群島商利友有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,0
東廣科技有限公司,台北市中山區,暫不提供,暫不提供,0
翊悅科技有限公司,台北市大安區,暫不提供,暫不提供,0
活水數位創意有限公司,台北市大同區,暫不提供,8,0
伯豐影像製作有限公司,台北市松山區,暫不提供,5,0
愛尼曼數位科技股份有限公司,台北市南港區,暫不提供,暫不提供,0
鴻威國際科技有限公司,台北市南港區,暫不提供,暫不提供,0
香港商宏焰有限公司,台北市內湖區,暫不提供,10,0
亞古瑞得科技有限公司,台北市內湖區,暫不提供,暫不提供,0
太奇雲端股份有限公司,台北市大安區,暫不提供,暫不提供,0
鴻鼎資訊有限公司,台北市松山區,暫不提供,暫不提供,0
大躍科技有限公司,台北市大安區,暫不提供,10,0
Bowers&wilkins_英商寶華音響股份有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,0
英屬維京群島商奎艾特股份有限公司台灣分公司,台北市內湖區,暫不提供,40,0
"AEROTECH, INC. _美商艾羅德克有限公司台灣分公司",台北市內湖區,暫不提供,300,0
新加坡商科希倫股份有限公司台灣分公司,台北市內湖區,暫不提供,30,0
量質能科技股份有限公司,台北市內湖區,暫不提供,25,0
天工開物股份有限公司,台北市大安區,暫不提供,25,0
宇拓創新股份有限公司,台北市中山區,暫不提供,5,0
社團法人中華民國資訊社會推廣協會,台北市大同區,暫不提供,10,0
東明數位相機王_東明數位實業有限公司,台北市士林區,暫不提供,暫不提供,0
久騰數位行銷有限公司,台北市松山區,暫不提供,暫不提供,0
捷易通科技股份有限公司,台北市中山區,暫不提供,30,0
蔚藍有限公司,台北市松山區,暫不提供,暫不提供,0
玩子科技股份有限公司,台北市中山區,暫不提供,暫不提供,0
傑立資訊事業有限公司,台北市信義區,暫不提供,18,0
財團法人中華民國商品條碼策進會,台北市松山區,暫不提供,60,0
Ragic_立即科技有限公司,台北市中正區,暫不提供,10,0
詮創資訊有限公司,台北市大同區,暫不提供,暫不提供,0
英諾奧茲股份有限公司,台北市大安區,暫不提供,15,0
Mozilla_美商謀智股份有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,0
乙曼資訊科技有限公司,台北市中山區,暫不提供,暫不提供,0
新加坡商優達斯國際有限公司台灣分公司,台北市南港區,暫不提供,暫不提供,0
中華行動數位科技有限公司,台北市中正區,暫不提供,暫不提供,0
英屬維京群島商利友有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,0
全鼎資訊股份有限公司,台北市中正區,暫不提供,暫不提供,0
璦輝雲端資訊有限公司,台北市文山區,暫不提供,暫不提供,0
雲書苑教育科技有限公司,台北市北投區,暫不提供,暫不提供,0
香港商藝超亞太有限公司台灣分公司,台北市中山區,暫不提供,暫不提供,0
凱竤股份有限公司,台北市大安區,暫不提供,20,0
昕濤科技股份有限公司,台北市中山區,暫不提供,40,0
SK Hynix_台灣愛思開海力士半導體股份有限公司,台北市中山區,暫不提供,暫不提供,0
香港商安慧投有限公司台灣分公司,台北市大安區,暫不提供,15,0
影擎科技股份有限公司,台北市內湖區,暫不提供,暫不提供,0
玉兔數位有限公司,台北市大安區,暫不提供,暫不提供,0
鉅傑軟體開發有限公司,台北市內湖區,暫不提供,暫不提供,0
耀網科技有限公司,台北市內湖區,暫不提供,暫不提供,0
辰紘行銷有限公司,台北市中山區,暫不提供,10,0
新邦科技有限公司,台北市大同區,暫不提供,暫不提供,0
揚曦資訊股份有限公司,台北市內湖區,暫不提供,暫不提供,0
大陸商如皋市大昌電子有限公司,台北市松山區,暫不提供,暫不提供,0
台灣新日企劃有限公司,台北市松山區,暫不提供,10,0
光陣三維科技有限公司,台北市松山區,暫不提供,20,0
鴻景通信行,台北市士林區,暫不提供,暫不提供,0
台灣帝瓦雷有限公司,台北市信義區,暫不提供,50,0
興昌開發有限公司,台北市大安區,暫不提供,暫不提供,0
薩摩亞商易雲科技股份有限公司台灣分公司,台北市南港區,暫不提供,暫不提供,0
貝森碼科技有限公司,台北市大同區,暫不提供,23,0
青群科技有限公司,台北市中山區,暫不提供,暫不提供,0
奕虎科技股份有限公司,台北市大安區,暫不提供,20,0
UP直播_熱浪新媒體股份有限公司,台北市中山區,暫不提供,30,9
鉅德科技有限公司,台北市信義區,暫不提供,暫不提供,2
專加系統科技股份有限公司,台北市內湖區,暫不提供,暫不提供,12
偲倢科技股份有限公司,台北市南港區,暫不提供,20,5
艾西斯資訊有限公司,台北市大安區,暫不提供,30,9
香港商台灣邏輯媒體科技有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,15
鯨動智能科技股份有限公司,台北市中山區,暫不提供,暫不提供,3
中晟達科技有限公司,台北市內湖區,暫不提供,暫不提供,8
艾威科軟體股份有限公司,台北市中山區,暫不提供,20,9
香港商科信精密有限公司台灣分公司,台北市中山區,暫不提供,暫不提供,4
王田數位整合有限公司,台北市松山區,暫不提供,40,1
藍窗科技有限公司,台北市中山區,暫不提供,暫不提供,4
VIA OPTRONICS_飛亞光電有限公司,台北市大安區,暫不提供,暫不提供,4
奇易數位有限公司,台北市信義區,暫不提供,暫不提供,0
紅貴賓資訊有限公司,台北市萬華區,暫不提供,暫不提供,0
華藝互動科技有限公司,台北市內湖區,暫不提供,暫不提供,0
丰靡多媒體製作有限公司,台北市中山區,暫不提供,110,0
海馬科技有限公司,台北市內湖區,暫不提供,50,0
騰達網路科技有限公司,台北市信義區,暫不提供,暫不提供,0
昕迅軟體有限公司,台北市信義區,暫不提供,暫不提供,0
黃牛科技有限公司,台北市松山區,暫不提供,暫不提供,0
維新網股份有限公司,台北市中山區,暫不提供,35,0
香港商泓酷數位有限公司,台北市信義區,暫不提供,暫不提供,0
優閣資訊有限公司,台北市信義區,暫不提供,12,0
點金雲端股份有限公司,台北市中山區,暫不提供,暫不提供,0
雲端方舟科技股份有限公司,台北市松山區,暫不提供,暫不提供,0
台灣鯊魚科技有限公司,台北市信義區,暫不提供,暫不提供,0
無限拓展科技有限公司,台北市中山區,暫不提供,暫不提供,0
俊升網絡科技有限公司,台北市內湖區,暫不提供,25,0
優拓科技股份有限公司,台北市松山區,暫不提供,暫不提供,0
叉叉日貨_總務股長工作室,台北市內湖區,暫不提供,暫不提供,0
匯陞資訊有限公司,台北市大安區,暫不提供,暫不提供,0
亞虎科技股份有限公司,台北市松山區,暫不提供,暫不提供,0
香港商凱渤維思有限公司台灣分公司,台北市中正區,暫不提供,暫不提供,0
台灣領意系統有限公司,台北市中山區,暫不提供,暫不提供,0
台灣盈士多科技股份有限公司,台北市中正區,暫不提供,暫不提供,0
恆聚科技有限公司,台北市松山區,暫不提供,3,0
聚賢亞洲有限公司,台北市中山區,暫不提供,暫不提供,0
福盈國際資訊服務有限公司,台北市內湖區,暫不提供,暫不提供,0
優科光電股份有限公司,台北市內湖區,暫不提供,暫不提供,0
星宿科技有限公司,台北市信義區,暫不提供,22,0
香港商伊圖科技有限公司,台北市大安區,暫不提供,暫不提供,0
樂苗文創多媒體股份有限公司,台北市南港區,暫不提供,35,0
海馬科技有限公司,台北市內湖區,暫不提供,50,0
騰達網路科技有限公司,台北市信義區,暫不提供,暫不提供,0
奇億科技有限公司,台北市大安區,暫不提供,暫不提供,0
美商_台灣貿澤電子有限公司,台北市內湖區,暫不提供,暫不提供,0
翔睿德股份有限公司,台北市士林區,暫不提供,12,0
大世界區塊鏈科技網絡股份有限公司,台北市北投區,暫不提供,暫不提供,0
黃牛科技有限公司,台北市松山區,暫不提供,暫不提供,0
和瑞整合股份有限公司,台北市內湖區,暫不提供,暫不提供,0
維新網股份有限公司,台北市中山區,暫不提供,35,0
香港商泓酷數位有限公司,台北市信義區,暫不提供,暫不提供,0
賽席爾商拜侖科技集團有限公司,台北市大安區,暫不提供,20,4
盛利來科技有限公司,台北市中正區,暫不提供,暫不提供,0
優閣資訊有限公司,台北市信義區,暫不提供,12,0
點金雲端股份有限公司,台北市中山區,暫不提供,暫不提供,0
艾薩克科技有限公司,台北市信義區,暫不提供,30,0
KAiS開始旅行_開始資訊科技股份有限公司,台北市內湖區,暫不提供,暫不提供,0
欣創科技有限公司,台北市松山區,暫不提供,暫不提供,26
願境網訊股份有限公司_KKBOX,台北市南港區,暫不提供,600,39
安索帕股份有限公司,台北市信義區,暫不提供,120,10
網美科技股份有限公司,台北市萬華區,暫不提供,暫不提供,2
香港商慧科訊業有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,7
新加坡商惠爾訊科技股份有限公司台灣分公司(VeriFone Systems Pte Ltd Taiwan Branch),台北市南港區,暫不提供,65,8
凱信資訊股份有限公司,台北市松山區,暫不提供,暫不提供,8
網件有限公司,台北市內湖區,暫不提供,100,10
碩方科技股份有限公司,台北市大同區,暫不提供,28,6
數位人科技有限公司,台北市信義區,暫不提供,暫不提供,2
奇韋系統股份有限公司,台北市松山區,暫不提供,暫不提供,1
金石堂網路書店_金石網絡股份有限公司,台北市中正區,暫不提供,暫不提供,1
美商海鷗科技亞太股份有限公司台灣分公司,台北市大安區,暫不提供,28,1
馬來西亞商飛碼科技股份有限公司台灣分公司,台北市信義區,暫不提供,85,2
凱擘股份有限公司,台北市內湖區,暫不提供,1150,26
Samsung C&T Taiwan_台灣國際三星物產股份有限公司,台北市信義區,暫不提供,暫不提供,1
立光科技國際股份有限公司,台北市中山區,暫不提供,80,5
鉅亨網_鉅亨金融科技股份有限公司,台北市信義區,暫不提供,100,6
金為科技股份有限公司,台北市大安區,暫不提供,16,1
台灣吉立網路科技有限公司,台北市中山區,暫不提供,50,9
英科資訊科技股份有限公司,台北市大安區,暫不提供,17,2
台灣豐寶科技股份有限公司,台北市內湖區,暫不提供,14,10
嶄富科技企業有限公司,台北市南港區,暫不提供,100,5
京麒數位科技股份有限公司,台北市大安區,暫不提供,暫不提供,5
宇萌數位科技股份有限公司,台北市南港區,暫不提供,30,14
磐實股份有限公司,台北市中正區,暫不提供,暫不提供,12
愛爾蘭商美信國際股份有限公司台灣分公司,台北市松山區,暫不提供,暫不提供,5
台灣江波龍電子有限公司,台北市內湖區,暫不提供,暫不提供,5
康佳特科技有限公司,台北市大同區,暫不提供,暫不提供,2
Digital Frontier (Taiwan)_集拓聖域股份有限公司,台北市內湖區,暫不提供,20,3
Razer_台灣雷蛇有限公司,台北市中山區,暫不提供,暫不提供,7
葛莉系統整合股份有限公司,台北市內湖區,暫不提供,暫不提供,2
台灣日立亞太股份有限公司,台北市松山區,暫不提供,80,2
香港商潤欣系統有限公司台灣分公司,台北市內湖區,暫不提供,12,2
和盟電子商務股份有限公司,台北市中山區,暫不提供,暫不提供,7
甘霖有限公司,台北市中正區,暫不提供,暫不提供,3
台北智象信息技術股份有限公司,台北市信義區,暫不提供,暫不提供,4
中華民國資訊軟體協會,台北市大同區,暫不提供,90,6
軒昂有限公司,台北市內湖區,暫不提供,200,9
SAMSUNG_台灣三星電子股份有限公司台北分公司,台北市內湖區,暫不提供,暫不提供,2
愛卡拉互動媒體股份有限公司,台北市信義區,暫不提供,120,21
旅知_旅和旅行社股份有限公司,台北市大安區,暫不提供,暫不提供,1
馬來西亞商思想科技有限公司台灣分公司,台北市中山區,暫不提供,暫不提供,5
數位聯合服務股份有限公司,台北市中正區,暫不提供,暫不提供,3
晶鑽科技有限公司,台北市內湖區,暫不提供,60,2
述坤企業有限公司,台北市中山區,暫不提供,暫不提供,1
景邁科技股份有限公司,台北市信義區,暫不提供,暫不提供,4
格萊鉑數位有限公司,台北市內湖區,暫不提供,暫不提供,8
羅傑斯人工智能股份有限公司,台北市大同區,暫不提供,暫不提供,13
英特拉金融科技股份有限公司,台北市大安區,暫不提供,暫不提供,10
KRONOS_麒點科技有限公司,台北市信義區,暫不提供,50,17
金冠科技有限公司,台北市大安區,暫不提供,20,5
全球遊戲科技有限公司,台北市南港區,暫不提供,25,6
澳洲商來點別的系統有限公司,台北市大同區,暫不提供,暫不提供,6
香港商旭昶香港有限公司台灣分公司,台北市大同區,暫不提供,暫不提供,8
川達有限公司,台北市松山區,暫不提供,暫不提供,2
呆萌科技有限公司,台北市大安區,暫不提供,10,1
基光科技有限公司,台北市中山區,暫不提供,暫不提供,3
深橋有限公司,台北市信義區,暫不提供,20,4
聯物智能有限公司,台北市信義區,暫不提供,暫不提供,6
樂排股份有限公司,台北市中正區,暫不提供,30,4
方盛企業有限公司,台北市松山區,暫不提供,暫不提供,1
創勢科技股份有限公司,台北市信義區,暫不提供,暫不提供,15
易璽科技有限公司,台北市中正區,暫不提供,暫不提供,8
凱茂股份有限公司,台北市內湖區,暫不提供,7,2
七元素遊戲有限公司,台北市松山區,暫不提供,20,6
凱樂思數位有限公司,台北市信義區,暫不提供,暫不提供,2
英屬維京群島商捷興數位有限公司台灣分公司,台北市松山區,暫不提供,暫不提供,1
BitAsset_亞太易安特科技有限公司,台北市信義區,暫不提供,30,9
展連科技股份有限公司,台北市松山區,暫不提供,暫不提供,8
戀鏈科技股份有限公司,台北市大安區,暫不提供,暫不提供,2
艾騠科技有限公司,台北市中山區,暫不提供,20,4
艾米科技有限公司,台北市內湖區,暫不提供,100,4
香港商易付達亞洲有限公司台灣分公司,台北市信義區,暫不提供,100,2
大象科技股份有限公司,台北市內湖區,暫不提供,暫不提供,7
物聯網股份有限公司,台北市大安區,暫不提供,暫不提供,8
友宏整合行銷有限公司,台北市南港區,暫不提供,暫不提供,13
喬立達數位媒體有限公司,台北市松山區,暫不提供,40,0
長天國際企業有限公司,台北市中山區,暫不提供,90,10
易銘有限公司,台北市中正區,暫不提供,10,4
滿景資訊股份有限公司,台北市中山區,暫不提供,40,3
遠景科技股份有限公司,台北市松山區,暫不提供,暫不提供,1
Blizzard Entertainment_香港商動視暴雪有限公司台灣分公司,台北市信義區,暫不提供,暫不提供,2
達暉資訊有限公司,台北市信義區,暫不提供,50,15
美商網基股份有限公司台灣分公司,台北市內湖區,暫不提供,暫不提供,10
